2025-08-15T09:55:50+01:00  09:55:50 up 7 days, 28 min,  1 user,  load average: 3.33, 3.46, 3.53
2025-08-15T10:35:56+01:00  10:35:56 up 7 days,  1:08,  1 user,  load average: 16.10, 12.64, 10.48
2025-08-15T10:36:01+01:00  10:36:01 up 7 days,  1:08,  1 user,  load average: 15.45, 12.56, 10.47
2025-08-15T10:36:06+01:00  10:36:06 up 7 days,  1:08,  1 user,  load average: 15.26, 12.57, 10.48
2025-08-15T10:36:11+01:00  10:36:11 up 7 days,  1:08,  1 user,  load average: 15.16, 12.59, 10.50
2025-08-15T10:36:16+01:00  10:36:16 up 7 days,  1:08,  1 user,  load average: 15.79, 12.76, 10.57
2025-08-15T10:36:21+01:00  10:36:21 up 7 days,  1:08,  1 user,  load average: 14.76, 12.60, 10.53
2025-08-15T10:36:26+01:00  10:36:26 up 7 days,  1:08,  1 user,  load average: 13.82, 12.44, 10.49
2025-08-15T10:36:31+01:00  10:36:31 up 7 days,  1:08,  1 user,  load average: 13.27, 12.35, 10.47
2025-08-15T10:36:36+01:00  10:36:36 up 7 days,  1:09,  1 user,  load average: 12.77, 12.26, 10.45
2025-08-15T10:36:41+01:00  10:36:41 up 7 days,  1:09,  1 user,  load average: 13.11, 12.34, 10.48
2025-08-15T10:36:46+01:00  10:36:46 up 7 days,  1:09,  1 user,  load average: 13.50, 12.43, 10.52
2025-08-15T10:36:51+01:00  10:36:51 up 7 days,  1:09,  1 user,  load average: 14.02, 12.56, 10.58
2025-08-15T10:36:56+01:00  10:36:56 up 7 days,  1:09,  1 user,  load average: 14.98, 12.78, 10.66
2025-08-15T10:37:01+01:00  10:37:01 up 7 days,  1:09,  1 user,  load average: 14.90, 12.80, 10.68
2025-08-15T10:37:06+01:00  10:37:06 up 7 days,  1:09,  1 user,  load average: 15.07, 12.87, 10.71
2025-08-15T10:37:11+01:00  10:37:11 up 7 days,  1:09,  1 user,  load average: 14.02, 12.69, 10.66
2025-08-15T10:37:16+01:00  10:37:16 up 7 days,  1:09,  1 user,  load average: 13.06, 12.52, 10.62
2025-08-15T10:37:21+01:00  10:37:21 up 7 days,  1:09,  1 user,  load average: 12.09, 12.32, 10.57
2025-08-15T10:37:26+01:00  10:37:26 up 7 days,  1:09,  1 user,  load average: 11.93, 12.29, 10.56
2025-08-15T10:37:32+01:00  10:37:32 up 7 days,  1:09,  1 user,  load average: 12.41, 12.38, 10.60
2025-08-15T10:37:37+01:00  10:37:37 up 7 days,  1:10,  1 user,  load average: 12.38, 12.37, 10.61
2025-08-15T10:37:42+01:00  10:37:42 up 7 days,  1:10,  1 user,  load average: 12.99, 12.50, 10.66
2025-08-15T10:37:47+01:00  10:37:47 up 7 days,  1:10,  1 user,  load average: 14.03, 12.73, 10.74
2025-08-15T10:37:52+01:00  10:37:52 up 7 days,  1:10,  1 user,  load average: 13.31, 12.60, 10.71
2025-08-15T10:37:57+01:00  10:37:57 up 7 days,  1:10,  1 user,  load average: 13.20, 12.59, 10.72
2025-08-15T10:38:02+01:00  10:38:02 up 7 days,  1:10,  1 user,  load average: 13.11, 12.58, 10.73
2025-08-15T10:38:07+01:00  10:38:07 up 7 days,  1:10,  1 user,  load average: 12.70, 12.50, 10.71
2025-08-15T10:38:12+01:00  10:38:12 up 7 days,  1:10,  1 user,  load average: 11.92, 12.34, 10.67
2025-08-15T10:38:17+01:00  10:38:17 up 7 days,  1:10,  1 user,  load average: 13.21, 12.60, 10.76
2025-08-15T10:38:22+01:00  10:38:22 up 7 days,  1:10,  1 user,  load average: 12.79, 12.53, 10.75
2025-08-15T10:38:27+01:00  10:38:27 up 7 days,  1:10,  1 user,  load average: 13.37, 12.65, 10.80
2025-08-15T10:38:32+01:00  10:38:32 up 7 days,  1:10,  1 user,  load average: 13.02, 12.59, 10.79
2025-08-15T10:38:37+01:00  10:38:37 up 7 days,  1:11,  1 user,  load average: 12.86, 12.56, 10.79
2025-08-15T10:38:42+01:00  10:38:42 up 7 days,  1:11,  1 user,  load average: 12.79, 12.55, 10.80
2025-08-15T10:38:47+01:00  10:38:47 up 7 days,  1:11,  1 user,  load average: 12.89, 12.58, 10.81
2025-08-15T10:38:52+01:00  10:38:52 up 7 days,  1:11,  1 user,  load average: 12.49, 12.50, 10.80
2025-08-15T10:38:57+01:00  10:38:57 up 7 days,  1:11,  1 user,  load average: 13.02, 12.61, 10.84
2025-08-15T10:39:02+01:00  10:39:02 up 7 days,  1:11,  1 user,  load average: 12.45, 12.50, 10.82
2025-08-15T10:39:07+01:00  10:39:07 up 7 days,  1:11,  1 user,  load average: 11.62, 12.33, 10.77
2025-08-15T10:39:12+01:00  10:39:12 up 7 days,  1:11,  1 user,  load average: 12.05, 12.40, 10.80
2025-08-15T10:39:17+01:00  10:39:17 up 7 days,  1:11,  1 user,  load average: 11.64, 12.31, 10.78
2025-08-15T10:39:22+01:00  10:39:22 up 7 days,  1:11,  1 user,  load average: 11.51, 12.27, 10.78
2025-08-15T10:39:27+01:00  10:39:27 up 7 days,  1:11,  1 user,  load average: 10.59, 12.07, 10.72
2025-08-15T10:39:32+01:00  10:39:32 up 7 days,  1:11,  1 user,  load average: 10.06, 11.94, 10.68
2025-08-15T10:39:37+01:00  10:39:37 up 7 days,  1:12,  1 user,  load average: 10.46, 11.99, 10.71
2025-08-15T10:39:42+01:00  10:39:42 up 7 days,  1:12,  1 user,  load average: 11.46, 12.17, 10.77
2025-08-15T10:39:47+01:00  10:39:47 up 7 days,  1:12,  1 user,  load average: 12.63, 12.40, 10.86
2025-08-15T10:39:52+01:00  10:39:52 up 7 days,  1:12,  1 user,  load average: 12.10, 12.29, 10.83
2025-08-15T10:39:57+01:00  10:39:57 up 7 days,  1:12,  1 user,  load average: 11.85, 12.24, 10.82
2025-08-15T10:40:02+01:00  10:40:02 up 7 days,  1:12,  1 user,  load average: 11.86, 12.23, 10.83
2025-08-15T10:40:07+01:00  10:40:07 up 7 days,  1:12,  1 user,  load average: 12.43, 12.35, 10.87
2025-08-15T10:40:12+01:00  10:40:12 up 7 days,  1:12,  1 user,  load average: 12.16, 12.29, 10.86
2025-08-15T10:40:17+01:00  10:40:17 up 7 days,  1:12,  1 user,  load average: 12.14, 12.29, 10.87
2025-08-15T10:40:22+01:00  10:40:22 up 7 days,  1:12,  1 user,  load average: 13.73, 12.61, 10.98
2025-08-15T10:40:27+01:00  10:40:27 up 7 days,  1:12,  1 user,  load average: 14.64, 12.82, 11.06
2025-08-15T10:40:32+01:00  10:40:32 up 7 days,  1:12,  1 user,  load average: 13.54, 12.62, 11.00
2025-08-15T10:40:37+01:00  10:40:37 up 7 days,  1:13,  1 user,  load average: 13.10, 12.55, 10.98
2025-08-15T10:40:42+01:00  10:40:42 up 7 days,  1:13,  1 user,  load average: 13.33, 12.60, 11.01
2025-08-15T10:40:47+01:00  10:40:47 up 7 days,  1:13,  1 user,  load average: 13.39, 12.63, 11.03
2025-08-15T10:40:52+01:00  10:40:52 up 7 days,  1:13,  1 user,  load average: 12.87, 12.53, 11.01
2025-08-15T10:40:57+01:00  10:40:57 up 7 days,  1:13,  1 user,  load average: 13.53, 12.68, 11.06
2025-08-15T10:41:02+01:00  10:41:02 up 7 days,  1:13,  1 user,  load average: 13.24, 12.63, 11.05
2025-08-15T10:41:07+01:00  10:41:07 up 7 days,  1:13,  1 user,  load average: 13.14, 12.62, 11.06
2025-08-15T10:41:12+01:00  10:41:12 up 7 days,  1:13,  1 user,  load average: 12.57, 12.51, 11.03
2025-08-15T10:41:17+01:00  10:41:17 up 7 days,  1:13,  1 user,  load average: 12.36, 12.47, 11.03
2025-08-15T10:41:22+01:00  10:41:22 up 7 days,  1:13,  1 user,  load average: 11.61, 12.31, 10.98
2025-08-15T10:41:27+01:00  10:41:27 up 7 days,  1:13,  1 user,  load average: 12.69, 12.52, 11.06
2025-08-15T10:41:32+01:00  10:41:32 up 7 days,  1:13,  1 user,  load average: 12.79, 12.55, 11.07
2025-08-15T10:41:37+01:00  10:41:37 up 7 days,  1:14,  1 user,  load average: 12.33, 12.45, 11.05
2025-08-15T10:41:42+01:00  10:41:42 up 7 days,  1:14,  1 user,  load average: 12.46, 12.48, 11.07
2025-08-15T10:41:47+01:00  10:41:47 up 7 days,  1:14,  1 user,  load average: 13.23, 12.64, 11.13
2025-08-15T10:41:52+01:00  10:41:52 up 7 days,  1:14,  1 user,  load average: 15.53, 13.13, 11.29
2025-08-15T10:41:57+01:00  10:41:57 up 7 days,  1:14,  1 user,  load average: 15.33, 13.12, 11.30
2025-08-15T10:42:03+01:00  10:42:03 up 7 days,  1:14,  1 user,  load average: 17.70, 13.65, 11.48
2025-08-15T10:42:08+01:00  10:42:08 up 7 days,  1:14,  1 user,  load average: 18.05, 13.79, 11.54
2025-08-15T10:42:13+01:00  10:42:13 up 7 days,  1:14,  1 user,  load average: 17.48, 13.75, 11.54
2025-08-15T10:42:18+01:00  10:42:18 up 7 days,  1:14,  1 user,  load average: 17.28, 13.77, 11.56
2025-08-15T10:42:23+01:00  10:42:23 up 7 days,  1:14,  1 user,  load average: 16.54, 13.67, 11.54
2025-08-15T10:42:28+01:00  10:42:28 up 7 days,  1:14,  1 user,  load average: 16.26, 13.66, 11.55
2025-08-15T10:42:33+01:00  10:42:33 up 7 days,  1:14,  1 user,  load average: 16.00, 13.65, 11.55
2025-08-15T10:42:38+01:00  10:42:38 up 7 days,  1:15,  1 user,  load average: 14.79, 13.44, 11.50
2025-08-15T10:42:43+01:00  10:42:43 up 7 days,  1:15,  1 user,  load average: 14.01, 13.30, 11.46
2025-08-15T10:42:48+01:00  10:42:48 up 7 days,  1:15,  1 user,  load average: 14.49, 13.41, 11.51
2025-08-15T10:42:53+01:00  10:42:53 up 7 days,  1:15,  1 user,  load average: 14.61, 13.45, 11.53
2025-08-15T10:42:58+01:00  10:42:58 up 7 days,  1:15,  1 user,  load average: 15.28, 13.61, 11.59
2025-08-15T10:43:03+01:00  10:43:03 up 7 days,  1:15,  1 user,  load average: 15.10, 13.60, 11.60
2025-08-15T10:43:08+01:00  10:43:08 up 7 days,  1:15,  1 user,  load average: 14.37, 13.47, 11.57
2025-08-15T10:43:13+01:00  10:43:13 up 7 days,  1:15,  1 user,  load average: 13.78, 13.37, 11.55
2025-08-15T10:43:18+01:00  10:43:18 up 7 days,  1:15,  1 user,  load average: 14.04, 13.43, 11.58
2025-08-15T10:43:23+01:00  10:43:23 up 7 days,  1:15,  1 user,  load average: 15.00, 13.64, 11.65
2025-08-15T10:43:28+01:00  10:43:28 up 7 days,  1:15,  1 user,  load average: 16.04, 13.87, 11.74
2025-08-15T10:43:33+01:00  10:43:33 up 7 days,  1:15,  1 user,  load average: 17.80, 14.27, 11.88
2025-08-15T10:43:38+01:00  10:43:38 up 7 days,  1:16,  1 user,  load average: 17.73, 14.32, 11.91
2025-08-15T10:43:43+01:00  10:43:43 up 7 days,  1:16,  1 user,  load average: 16.39, 14.10, 11.85
2025-08-15T10:43:48+01:00  10:43:48 up 7 days,  1:16,  1 user,  load average: 17.64, 14.40, 11.96
2025-08-15T10:43:53+01:00  10:43:53 up 7 days,  1:16,  1 user,  load average: 17.91, 14.51, 12.01
2025-08-15T10:43:58+01:00  10:43:58 up 7 days,  1:16,  1 user,  load average: 18.48, 14.68, 12.08
2025-08-15T10:44:03+01:00  10:44:03 up 7 days,  1:16,  1 user,  load average: 17.88, 14.62, 12.07
2025-08-15T10:44:08+01:00  10:44:08 up 7 days,  1:16,  1 user,  load average: 17.71, 14.70, 12.12
2025-08-15T10:44:13+01:00  10:44:13 up 7 days,  1:16,  1 user,  load average: 17.42, 14.68, 12.14
2025-08-15T10:44:18+01:00  10:44:18 up 7 days,  1:16,  1 user,  load average: 16.66, 14.57, 12.11
2025-08-15T10:44:23+01:00  10:44:23 up 7 days,  1:16,  1 user,  load average: 16.85, 14.65, 12.15
2025-08-15T10:44:28+01:00  10:44:28 up 7 days,  1:16,  1 user,  load average: 16.06, 14.52, 12.12
2025-08-15T10:44:33+01:00  10:44:33 up 7 days,  1:16,  1 user,  load average: 17.26, 14.79, 12.22
2025-08-15T10:44:38+01:00  10:44:38 up 7 days,  1:17,  1 user,  load average: 16.91, 14.76, 12.23
2025-08-15T10:44:43+01:00  10:44:43 up 7 days,  1:17,  1 user,  load average: 15.56, 14.52, 12.16
2025-08-15T10:44:48+01:00  10:44:48 up 7 days,  1:17,  1 user,  load average: 16.16, 14.66, 12.22
2025-08-15T10:44:53+01:00  10:44:53 up 7 days,  1:17,  1 user,  load average: 16.62, 14.78, 12.27
2025-08-15T10:44:58+01:00  10:44:58 up 7 days,  1:17,  1 user,  load average: 16.25, 14.74, 12.27
2025-08-15T10:45:03+01:00  10:45:03 up 7 days,  1:17,  1 user,  load average: 16.23, 14.76, 12.29
2025-08-15T10:45:08+01:00  10:45:08 up 7 days,  1:17,  1 user,  load average: 15.49, 14.63, 12.26
2025-08-15T10:45:13+01:00  10:45:13 up 7 days,  1:17,  1 user,  load average: 14.57, 14.45, 12.22
2025-08-15T10:45:18+01:00  10:45:18 up 7 days,  1:17,  1 user,  load average: 15.17, 14.58, 12.27
2025-08-15T10:45:23+01:00  10:45:23 up 7 days,  1:17,  1 user,  load average: 14.51, 14.45, 12.24
2025-08-15T10:45:28+01:00  10:45:28 up 7 days,  1:17,  1 user,  load average: 14.23, 14.39, 12.24
2025-08-15T10:45:33+01:00  10:45:33 up 7 days,  1:17,  1 user,  load average: 13.81, 14.30, 12.22
2025-08-15T10:45:38+01:00  10:45:38 up 7 days,  1:18,  1 user,  load average: 13.75, 14.28, 12.22
2025-08-15T10:45:43+01:00  10:45:43 up 7 days,  1:18,  1 user,  load average: 14.17, 14.36, 12.26
2025-08-15T10:45:48+01:00  10:45:48 up 7 days,  1:18,  1 user,  load average: 14.80, 14.49, 12.31
2025-08-15T10:45:53+01:00  10:45:53 up 7 days,  1:18,  1 user,  load average: 16.25, 14.79, 12.42
2025-08-15T10:45:58+01:00  10:45:58 up 7 days,  1:18,  1 user,  load average: 16.79, 14.93, 12.48
2025-08-15T10:46:03+01:00  10:46:03 up 7 days,  1:18,  1 user,  load average: 16.17, 14.83, 12.46
2025-08-15T10:46:08+01:00  10:46:08 up 7 days,  1:18,  1 user,  load average: 18.00, 15.23, 12.60
2025-08-15T10:46:13+01:00  10:46:13 up 7 days,  1:18,  1 user,  load average: 17.60, 15.20, 12.61
2025-08-15T10:46:18+01:00  10:46:18 up 7 days,  1:18,  1 user,  load average: 18.43, 15.41, 12.69
2025-08-15T10:46:23+01:00  10:46:23 up 7 days,  1:18,  1 user,  load average: 18.24, 15.42, 12.71
2025-08-15T10:46:29+01:00  10:46:29 up 7 days,  1:18,  1 user,  load average: 18.38, 15.50, 12.75
2025-08-15T10:46:34+01:00  10:46:34 up 7 days,  1:18,  1 user,  load average: 18.43, 15.55, 12.78
2025-08-15T10:46:39+01:00  10:46:39 up 7 days,  1:19,  1 user,  load average: 19.35, 15.79, 12.87
2025-08-15T10:46:44+01:00  10:46:44 up 7 days,  1:19,  1 user,  load average: 19.25, 15.83, 12.90
2025-08-15T10:46:49+01:00  10:46:49 up 7 days,  1:19,  1 user,  load average: 17.78, 15.58, 12.84
2025-08-15T10:46:54+01:00  10:46:54 up 7 days,  1:19,  1 user,  load average: 18.68, 15.81, 12.92
2025-08-15T10:46:59+01:00  10:46:59 up 7 days,  1:19,  1 user,  load average: 17.75, 15.66, 12.89
2025-08-15T10:47:04+01:00  10:47:04 up 7 days,  1:19,  1 user,  load average: 18.49, 15.85, 12.97
2025-08-15T10:47:09+01:00  10:47:09 up 7 days,  1:19,  1 user,  load average: 18.21, 15.84, 12.98
2025-08-15T10:47:14+01:00  10:47:14 up 7 days,  1:19,  1 user,  load average: 18.11, 15.85, 13.00
2025-08-15T10:47:19+01:00  10:47:19 up 7 days,  1:19,  1 user,  load average: 18.26, 15.92, 13.04
2025-08-15T10:47:24+01:00  10:47:24 up 7 days,  1:19,  1 user,  load average: 18.96, 16.11, 13.11
2025-08-15T10:47:29+01:00  10:47:29 up 7 days,  1:19,  1 user,  load average: 19.05, 16.17, 13.15
2025-08-15T10:47:34+01:00  10:47:34 up 7 days,  1:19,  1 user,  load average: 17.92, 15.99, 13.11
2025-08-15T10:47:39+01:00  10:47:39 up 7 days,  1:20,  1 user,  load average: 18.97, 16.24, 13.20
2025-08-15T10:47:44+01:00  10:47:44 up 7 days,  1:20,  1 user,  load average: 18.65, 16.22, 13.21
2025-08-15T10:47:49+01:00  10:47:49 up 7 days,  1:20,  1 user,  load average: 18.28, 16.18, 13.22
2025-08-15T10:47:54+01:00  10:47:54 up 7 days,  1:20,  1 user,  load average: 17.29, 16.01, 13.18
2025-08-15T10:47:59+01:00  10:47:59 up 7 days,  1:20,  1 user,  load average: 17.99, 16.18, 13.25
2025-08-15T10:48:04+01:00  10:48:04 up 7 days,  1:20,  1 user,  load average: 20.23, 16.67, 13.42
2025-08-15T10:48:09+01:00  10:48:09 up 7 days,  1:20,  1 user,  load average: 19.90, 16.66, 13.44
2025-08-15T10:48:14+01:00  10:48:14 up 7 days,  1:20,  1 user,  load average: 20.06, 16.75, 13.49
2025-08-15T10:48:19+01:00  10:48:19 up 7 days,  1:20,  1 user,  load average: 20.54, 16.90, 13.55
2025-08-15T10:48:24+01:00  10:48:24 up 7 days,  1:20,  1 user,  load average: 20.42, 16.94, 13.58
2025-08-15T10:48:29+01:00  10:48:29 up 7 days,  1:20,  1 user,  load average: 20.30, 16.97, 13.61
2025-08-15T10:48:34+01:00  10:48:34 up 7 days,  1:20,  1 user,  load average: 20.84, 17.14, 13.68
2025-08-15T10:48:39+01:00  10:48:39 up 7 days,  1:21,  1 user,  load average: 21.89, 17.42, 13.79
2025-08-15T10:48:44+01:00  10:48:44 up 7 days,  1:21,  1 user,  load average: 22.62, 17.64, 13.89
2025-08-15T10:48:49+01:00  10:48:49 up 7 days,  1:21,  1 user,  load average: 22.97, 17.80, 13.96
2025-08-15T10:48:54+01:00  10:48:54 up 7 days,  1:21,  1 user,  load average: 22.98, 17.89, 14.01
2025-08-15T10:48:59+01:00  10:48:59 up 7 days,  1:21,  1 user,  load average: 23.70, 18.12, 14.10
2025-08-15T10:49:04+01:00  10:49:04 up 7 days,  1:21,  1 user,  load average: 23.08, 18.09, 14.11
2025-08-15T10:49:09+01:00  10:49:09 up 7 days,  1:21,  1 user,  load average: 22.83, 18.12, 14.14
2025-08-15T10:49:14+01:00  10:49:14 up 7 days,  1:21,  1 user,  load average: 21.73, 17.97, 14.12
2025-08-15T10:49:19+01:00  10:49:19 up 7 days,  1:21,  1 user,  load average: 22.87, 18.27, 14.23
2025-08-15T10:49:24+01:00  10:49:24 up 7 days,  1:21,  1 user,  load average: 23.76, 18.53, 14.34
2025-08-15T10:49:29+01:00  10:49:29 up 7 days,  1:21,  1 user,  load average: 23.54, 18.57, 14.38
2025-08-15T10:49:34+01:00  10:49:34 up 7 days,  1:21,  1 user,  load average: 22.14, 18.36, 14.33
2025-08-15T10:49:39+01:00  10:49:39 up 7 days,  1:22,  1 user,  load average: 21.48, 18.29, 14.33
2025-08-15T10:49:44+01:00  10:49:44 up 7 days,  1:22,  1 user,  load average: 21.93, 18.43, 14.40
2025-08-15T10:49:49+01:00  10:49:49 up 7 days,  1:22,  1 user,  load average: 20.89, 18.27, 14.37
2025-08-15T10:49:54+01:00  10:49:54 up 7 days,  1:22,  1 user,  load average: 21.62, 18.47, 14.45
2025-08-15T10:49:59+01:00  10:49:59 up 7 days,  1:22,  1 user,  load average: 20.13, 18.21, 14.39
2025-08-15T10:50:04+01:00  10:50:04 up 7 days,  1:22,  1 user,  load average: 19.00, 18.01, 14.35
2025-08-15T10:50:09+01:00  10:50:09 up 7 days,  1:22,  1 user,  load average: 20.28, 18.29, 14.46
2025-08-15T10:50:14+01:00  10:50:14 up 7 days,  1:22,  1 user,  load average: 21.78, 18.64, 14.59
2025-08-15T10:50:19+01:00  10:50:19 up 7 days,  1:22,  1 user,  load average: 22.68, 18.87, 14.69
2025-08-15T10:50:24+01:00  10:50:24 up 7 days,  1:22,  1 user,  load average: 23.10, 19.03, 14.76
2025-08-15T10:50:29+01:00  10:50:29 up 7 days,  1:22,  1 user,  load average: 24.06, 19.29, 14.87
2025-08-15T10:50:34+01:00  10:50:34 up 7 days,  1:22,  1 user,  load average: 23.89, 19.34, 14.91
2025-08-15T10:50:39+01:00  10:50:39 up 7 days,  1:23,  1 user,  load average: 22.94, 19.22, 14.89
2025-08-15T10:50:45+01:00  10:50:45 up 7 days,  1:23,  1 user,  load average: 23.10, 19.31, 14.95
2025-08-15T10:50:50+01:00  10:50:50 up 7 days,  1:23,  1 user,  load average: 22.13, 19.17, 14.92
2025-08-15T10:50:55+01:00  10:50:55 up 7 days,  1:23,  1 user,  load average: 23.49, 19.50, 15.05
2025-08-15T10:51:00+01:00  10:51:00 up 7 days,  1:23,  1 user,  load average: 22.89, 19.44, 15.06
2025-08-15T10:51:05+01:00  10:51:05 up 7 days,  1:23,  1 user,  load average: 22.57, 19.44, 15.08
2025-08-15T10:51:10+01:00  10:51:10 up 7 days,  1:23,  1 user,  load average: 22.61, 19.50, 15.12
2025-08-15T10:51:15+01:00  10:51:15 up 7 days,  1:23,  1 user,  load average: 22.16, 19.45, 15.13
2025-08-15T10:51:20+01:00  10:51:20 up 7 days,  1:23,  1 user,  load average: 20.86, 19.23, 15.08
2025-08-15T10:51:25+01:00  10:51:25 up 7 days,  1:23,  1 user,  load average: 21.04, 19.29, 15.13
2025-08-15T10:51:30+01:00  10:51:30 up 7 days,  1:23,  1 user,  load average: 19.67, 19.04, 15.07
2025-08-15T10:51:35+01:00  10:51:35 up 7 days,  1:23,  1 user,  load average: 18.18, 18.74, 14.99
2025-08-15T10:51:40+01:00  10:51:40 up 7 days,  1:24,  1 user,  load average: 18.56, 18.81, 15.04
2025-08-15T10:51:45+01:00  10:51:45 up 7 days,  1:24,  1 user,  load average: 18.36, 18.76, 15.04
2025-08-15T10:51:50+01:00  10:51:50 up 7 days,  1:24,  1 user,  load average: 18.25, 18.73, 15.05
2025-08-15T10:51:55+01:00  10:51:55 up 7 days,  1:24,  1 user,  load average: 19.27, 18.94, 15.14
2025-08-15T10:52:00+01:00  10:52:00 up 7 days,  1:24,  1 user,  load average: 19.09, 18.91, 15.15
2025-08-15T10:52:05+01:00  10:52:05 up 7 days,  1:24,  1 user,  load average: 18.92, 18.87, 15.16
2025-08-15T10:52:10+01:00  10:52:10 up 7 days,  1:24,  1 user,  load average: 19.89, 19.08, 15.24
2025-08-15T10:52:15+01:00  10:52:15 up 7 days,  1:24,  1 user,  load average: 21.34, 19.39, 15.37
2025-08-15T10:52:20+01:00  10:52:20 up 7 days,  1:24,  1 user,  load average: 21.95, 19.55, 15.44
2025-08-15T10:52:25+01:00  10:52:25 up 7 days,  1:24,  1 user,  load average: 20.67, 19.33, 15.39
2025-08-15T10:52:30+01:00  10:52:30 up 7 days,  1:24,  1 user,  load average: 20.46, 19.30, 15.40
2025-08-15T10:52:35+01:00  10:52:35 up 7 days,  1:24,  1 user,  load average: 20.02, 19.23, 15.40
2025-08-15T10:52:40+01:00  10:52:40 up 7 days,  1:25,  1 user,  load average: 19.70, 19.18, 15.40
2025-08-15T10:52:45+01:00  10:52:45 up 7 days,  1:25,  1 user,  load average: 20.05, 19.26, 15.45
2025-08-15T10:52:50+01:00  10:52:50 up 7 days,  1:25,  1 user,  load average: 19.16, 19.09, 15.41
2025-08-15T10:52:55+01:00  10:52:55 up 7 days,  1:25,  1 user,  load average: 19.15, 19.09, 15.43
2025-08-15T10:53:00+01:00  10:53:00 up 7 days,  1:25,  1 user,  load average: 18.49, 18.95, 15.41
2025-08-15T10:53:05+01:00  10:53:05 up 7 days,  1:25,  1 user,  load average: 19.66, 19.18, 15.51
2025-08-15T10:53:10+01:00  10:53:10 up 7 days,  1:25,  1 user,  load average: 18.80, 19.02, 15.47
2025-08-15T10:53:15+01:00  10:53:15 up 7 days,  1:25,  1 user,  load average: 17.30, 18.70, 15.39
2025-08-15T10:53:20+01:00  10:53:20 up 7 days,  1:25,  1 user,  load average: 16.87, 18.59, 15.37
2025-08-15T10:53:25+01:00  10:53:25 up 7 days,  1:25,  1 user,  load average: 16.48, 18.48, 15.35
2025-08-15T10:53:30+01:00  10:53:30 up 7 days,  1:25,  1 user,  load average: 16.68, 18.49, 15.37
2025-08-15T10:53:35+01:00  10:53:35 up 7 days,  1:25,  1 user,  load average: 16.87, 18.50, 15.39
2025-08-15T10:53:40+01:00  10:53:40 up 7 days,  1:26,  1 user,  load average: 16.88, 18.47, 15.40
2025-08-15T10:53:45+01:00  10:53:45 up 7 days,  1:26,  1 user,  load average: 16.81, 18.43, 15.40
2025-08-15T10:53:50+01:00  10:53:50 up 7 days,  1:26,  1 user,  load average: 16.42, 18.32, 15.38
2025-08-15T10:53:55+01:00  10:53:55 up 7 days,  1:26,  1 user,  load average: 16.15, 18.23, 15.37
2025-08-15T10:54:00+01:00  10:54:01 up 7 days,  1:26,  1 user,  load average: 15.82, 18.13, 15.35
2025-08-15T10:54:06+01:00  10:54:06 up 7 days,  1:26,  1 user,  load average: 16.87, 18.31, 15.42
2025-08-15T10:54:11+01:00  10:54:11 up 7 days,  1:26,  1 user,  load average: 18.97, 18.72, 15.57
2025-08-15T10:54:16+01:00  10:54:16 up 7 days,  1:26,  1 user,  load average: 18.89, 18.71, 15.59
2025-08-15T10:54:21+01:00  10:54:21 up 7 days,  1:26,  1 user,  load average: 19.94, 18.93, 15.67
2025-08-15T10:54:26+01:00  10:54:26 up 7 days,  1:26,  1 user,  load average: 19.62, 18.88, 15.68
2025-08-15T10:54:31+01:00  10:54:31 up 7 days,  1:26,  1 user,  load average: 19.49, 18.87, 15.69
2025-08-15T10:54:36+01:00  10:54:36 up 7 days,  1:27,  1 user,  load average: 19.85, 18.95, 15.73
2025-08-15T10:54:41+01:00  10:54:41 up 7 days,  1:27,  1 user,  load average: 19.54, 18.90, 15.74
2025-08-15T10:54:46+01:00  10:54:46 up 7 days,  1:27,  1 user,  load average: 19.82, 18.97, 15.77
2025-08-15T10:54:51+01:00  10:54:51 up 7 days,  1:27,  1 user,  load average: 20.16, 19.05, 15.82
2025-08-15T10:54:56+01:00  10:54:56 up 7 days,  1:27,  1 user,  load average: 19.66, 18.97, 15.81
2025-08-15T10:55:01+01:00  10:55:01 up 7 days,  1:27,  1 user,  load average: 19.37, 18.92, 15.81
2025-08-15T10:55:06+01:00  10:55:06 up 7 days,  1:27,  1 user,  load average: 19.90, 19.04, 15.87
2025-08-15T10:55:11+01:00  10:55:11 up 7 days,  1:27,  1 user,  load average: 20.07, 19.09, 15.90
2025-08-15T10:55:16+01:00  10:55:16 up 7 days,  1:27,  1 user,  load average: 20.70, 19.24, 15.96
2025-08-15T10:55:21+01:00  10:55:21 up 7 days,  1:27,  1 user,  load average: 19.29, 18.97, 15.89
2025-08-15T10:55:26+01:00  10:55:26 up 7 days,  1:27,  1 user,  load average: 19.10, 18.93, 15.90
2025-08-15T10:55:31+01:00  10:55:31 up 7 days,  1:27,  1 user,  load average: 18.05, 18.72, 15.85
2025-08-15T10:55:36+01:00  10:55:36 up 7 days,  1:28,  1 user,  load average: 19.33, 18.97, 15.95
2025-08-15T10:55:41+01:00  10:55:41 up 7 days,  1:28,  1 user,  load average: 19.71, 19.06, 15.99
2025-08-15T10:55:46+01:00  10:55:46 up 7 days,  1:28,  1 user,  load average: 19.65, 19.06, 16.01
2025-08-15T10:55:51+01:00  10:55:51 up 7 days,  1:28,  1 user,  load average: 18.40, 18.81, 15.94
2025-08-15T10:55:56+01:00  10:55:56 up 7 days,  1:28,  1 user,  load average: 17.24, 18.56, 15.88
