2025-09-07T13:21:22+01:00  13:21:22 up 21 days, 6 min,  1 user,  load average: 4.49, 3.43, 5.13
2025-09-07T14:01:27+01:00  14:01:27 up 21 days, 47 min,  1 user,  load average: 5.47, 6.12, 5.15
2025-09-07T14:01:32+01:00  14:01:32 up 21 days, 47 min,  1 user,  load average: 5.28, 6.07, 5.14
2025-09-07T14:01:37+01:00  14:01:37 up 21 days, 47 min,  1 user,  load average: 6.29, 6.27, 5.21
2025-09-07T14:01:42+01:00  14:01:42 up 21 days, 47 min,  1 user,  load average: 7.87, 6.59, 5.32
2025-09-07T14:01:47+01:00  14:01:47 up 21 days, 47 min,  1 user,  load average: 9.16, 6.88, 5.42
2025-09-07T14:01:52+01:00  14:01:52 up 21 days, 47 min,  1 user,  load average: 9.07, 6.90, 5.43
2025-09-07T14:01:57+01:00  14:01:57 up 21 days, 47 min,  1 user,  load average: 8.98, 6.92, 5.45
2025-09-07T14:02:02+01:00  14:02:02 up 21 days, 47 min,  1 user,  load average: 8.91, 6.94, 5.46
2025-09-07T14:02:07+01:00  14:02:07 up 21 days, 47 min,  1 user,  load average: 9.95, 7.19, 5.55
2025-09-07T14:02:12+01:00  14:02:12 up 21 days, 47 min,  1 user,  load average: 9.48, 7.13, 5.54
2025-09-07T14:02:17+01:00  14:02:17 up 21 days, 47 min,  1 user,  load average: 8.96, 7.07, 5.53
2025-09-07T14:02:22+01:00  14:02:22 up 21 days, 47 min,  1 user,  load average: 8.88, 7.08, 5.54
2025-09-07T14:02:27+01:00  14:02:27 up 21 days, 48 min,  1 user,  load average: 8.41, 7.01, 5.53
2025-09-07T14:02:32+01:00  14:02:32 up 21 days, 48 min,  1 user,  load average: 8.86, 7.13, 5.58
2025-09-07T14:02:37+01:00  14:02:37 up 21 days, 48 min,  1 user,  load average: 9.11, 7.21, 5.61
2025-09-07T14:02:42+01:00  14:02:42 up 21 days, 48 min,  1 user,  load average: 8.94, 7.21, 5.62
2025-09-07T14:02:47+01:00  14:02:47 up 21 days, 48 min,  1 user,  load average: 8.54, 7.15, 5.61
2025-09-07T14:02:52+01:00  14:02:52 up 21 days, 48 min,  1 user,  load average: 8.42, 7.15, 5.62
2025-09-07T14:02:57+01:00  14:02:57 up 21 days, 48 min,  1 user,  load average: 7.83, 7.05, 5.59
2025-09-07T14:03:02+01:00  14:03:02 up 21 days, 48 min,  1 user,  load average: 7.52, 7.00, 5.58
2025-09-07T14:03:07+01:00  14:03:07 up 21 days, 48 min,  1 user,  load average: 7.88, 7.08, 5.62
2025-09-07T14:03:12+01:00  14:03:12 up 21 days, 48 min,  1 user,  load average: 7.81, 7.08, 5.63
2025-09-07T14:03:17+01:00  14:03:17 up 21 days, 48 min,  1 user,  load average: 7.58, 7.04, 5.62
2025-09-07T14:03:22+01:00  14:03:22 up 21 days, 48 min,  1 user,  load average: 7.06, 6.94, 5.60
2025-09-07T14:03:27+01:00  14:03:27 up 21 days, 49 min,  1 user,  load average: 6.57, 6.84, 5.57
2025-09-07T14:03:32+01:00  14:03:32 up 21 days, 49 min,  1 user,  load average: 6.28, 6.78, 5.56
2025-09-07T14:03:37+01:00  14:03:37 up 21 days, 49 min,  1 user,  load average: 5.86, 6.68, 5.53
2025-09-07T14:03:42+01:00  14:03:42 up 21 days, 49 min,  1 user,  load average: 6.99, 6.91, 5.61
2025-09-07T14:03:47+01:00  14:03:47 up 21 days, 49 min,  1 user,  load average: 8.92, 7.31, 5.75
2025-09-07T14:03:52+01:00  14:03:52 up 21 days, 49 min,  1 user,  load average: 9.16, 7.38, 5.78
2025-09-07T14:03:57+01:00  14:03:57 up 21 days, 49 min,  1 user,  load average: 9.23, 7.43, 5.81
2025-09-07T14:04:02+01:00  14:04:02 up 21 days, 49 min,  1 user,  load average: 8.49, 7.30, 5.77
2025-09-07T14:04:07+01:00  14:04:07 up 21 days, 49 min,  1 user,  load average: 8.53, 7.33, 5.79
2025-09-07T14:04:12+01:00  14:04:12 up 21 days, 49 min,  1 user,  load average: 8.01, 7.24, 5.77
2025-09-07T14:04:17+01:00  14:04:17 up 21 days, 49 min,  1 user,  load average: 7.85, 7.22, 5.77
2025-09-07T14:04:22+01:00  14:04:22 up 21 days, 49 min,  1 user,  load average: 7.46, 7.15, 5.76
2025-09-07T14:04:27+01:00  14:04:27 up 21 days, 50 min,  1 user,  load average: 7.66, 7.20, 5.78
2025-09-07T14:04:32+01:00  14:04:32 up 21 days, 50 min,  1 user,  load average: 7.93, 7.26, 5.81
2025-09-07T14:04:37+01:00  14:04:37 up 21 days, 50 min,  1 user,  load average: 7.62, 7.21, 5.80
2025-09-07T14:04:42+01:00  14:04:42 up 21 days, 50 min,  1 user,  load average: 7.17, 7.12, 5.78
2025-09-07T14:04:47+01:00  14:04:47 up 21 days, 50 min,  1 user,  load average: 6.91, 7.07, 5.77
2025-09-07T14:04:52+01:00  14:04:52 up 21 days, 50 min,  1 user,  load average: 6.76, 7.04, 5.76
2025-09-07T14:04:57+01:00  14:04:57 up 21 days, 50 min,  1 user,  load average: 6.46, 6.97, 5.75
2025-09-07T14:05:02+01:00  14:05:02 up 21 days, 50 min,  1 user,  load average: 6.10, 6.89, 5.73
2025-09-07T14:05:07+01:00  14:05:07 up 21 days, 50 min,  1 user,  load average: 5.85, 6.82, 5.71
2025-09-07T14:05:12+01:00  14:05:12 up 21 days, 50 min,  1 user,  load average: 5.94, 6.82, 5.72
2025-09-07T14:05:17+01:00  14:05:17 up 21 days, 50 min,  1 user,  load average: 6.03, 6.83, 5.73
2025-09-07T14:05:22+01:00  14:05:22 up 21 days, 50 min,  1 user,  load average: 5.87, 6.78, 5.72
2025-09-07T14:05:27+01:00  14:05:27 up 21 days, 51 min,  1 user,  load average: 6.12, 6.82, 5.74
2025-09-07T14:05:32+01:00  14:05:32 up 21 days, 51 min,  1 user,  load average: 5.71, 6.72, 5.71
2025-09-07T14:05:37+01:00  14:05:37 up 21 days, 51 min,  1 user,  load average: 5.33, 6.62, 5.68
2025-09-07T14:05:42+01:00  14:05:42 up 21 days, 51 min,  1 user,  load average: 5.22, 6.58, 5.68
2025-09-07T14:05:47+01:00  14:05:47 up 21 days, 51 min,  1 user,  load average: 7.29, 6.99, 5.81
2025-09-07T14:05:52+01:00  14:05:52 up 21 days, 51 min,  1 user,  load average: 9.11, 7.37, 5.94
2025-09-07T14:05:57+01:00  14:05:57 up 21 days, 51 min,  1 user,  load average: 9.66, 7.51, 6.00
2025-09-07T14:06:02+01:00  14:06:02 up 21 days, 51 min,  1 user,  load average: 12.81, 8.20, 6.23
2025-09-07T14:06:07+01:00  14:06:07 up 21 days, 51 min,  1 user,  load average: 11.78, 8.06, 6.19
2025-09-07T14:06:12+01:00  14:06:12 up 21 days, 51 min,  1 user,  load average: 10.84, 7.93, 6.16
2025-09-07T14:06:17+01:00  14:06:17 up 21 days, 51 min,  1 user,  load average: 10.69, 7.95, 6.18
2025-09-07T14:06:22+01:00  14:06:22 up 21 days, 51 min,  1 user,  load average: 9.92, 7.83, 6.15
2025-09-07T14:06:27+01:00  14:06:27 up 21 days, 52 min,  1 user,  load average: 9.84, 7.85, 6.16
2025-09-07T14:06:32+01:00  14:06:32 up 21 days, 52 min,  1 user,  load average: 10.17, 7.95, 6.21
2025-09-07T14:06:37+01:00  14:06:37 up 21 days, 52 min,  1 user,  load average: 9.76, 7.91, 6.20
2025-09-07T14:06:42+01:00  14:06:42 up 21 days, 52 min,  1 user,  load average: 9.22, 7.82, 6.18
2025-09-07T14:06:47+01:00  14:06:47 up 21 days, 52 min,  1 user,  load average: 8.80, 7.76, 6.17
2025-09-07T14:06:52+01:00  14:06:52 up 21 days, 52 min,  1 user,  load average: 8.34, 7.68, 6.15
2025-09-07T14:06:57+01:00  14:06:57 up 21 days, 52 min,  1 user,  load average: 8.63, 7.75, 6.18
2025-09-07T14:07:02+01:00  14:07:02 up 21 days, 52 min,  1 user,  load average: 8.50, 7.74, 6.19
2025-09-07T14:07:07+01:00  14:07:07 up 21 days, 52 min,  1 user,  load average: 8.06, 7.66, 6.17
2025-09-07T14:07:12+01:00  14:07:12 up 21 days, 52 min,  1 user,  load average: 7.65, 7.58, 6.15
2025-09-07T14:07:17+01:00  14:07:17 up 21 days, 52 min,  1 user,  load average: 7.60, 7.57, 6.16
2025-09-07T14:07:22+01:00  14:07:22 up 21 days, 52 min,  1 user,  load average: 7.63, 7.58, 6.17
2025-09-07T14:07:28+01:00  14:07:28 up 21 days, 53 min,  1 user,  load average: 7.26, 7.50, 6.15
2025-09-07T14:07:33+01:00  14:07:33 up 21 days, 53 min,  1 user,  load average: 7.24, 7.50, 6.16
2025-09-07T14:07:38+01:00  14:07:38 up 21 days, 53 min,  1 user,  load average: 6.90, 7.42, 6.14
2025-09-07T14:07:43+01:00  14:07:43 up 21 days, 53 min,  1 user,  load average: 6.43, 7.31, 6.11
2025-09-07T14:07:48+01:00  14:07:48 up 21 days, 53 min,  1 user,  load average: 7.19, 7.46, 6.17
2025-09-07T14:07:53+01:00  14:07:53 up 21 days, 53 min,  1 user,  load average: 9.98, 8.03, 6.36
2025-09-07T14:07:58+01:00  14:07:58 up 21 days, 53 min,  1 user,  load average: 11.75, 8.43, 6.50
2025-09-07T14:08:03+01:00  14:08:03 up 21 days, 53 min,  1 user,  load average: 13.85, 8.92, 6.67
2025-09-07T14:08:08+01:00  14:08:08 up 21 days, 53 min,  1 user,  load average: 13.94, 9.02, 6.71
2025-09-07T14:08:13+01:00  14:08:13 up 21 days, 53 min,  1 user,  load average: 14.99, 9.32, 6.82
2025-09-07T14:08:18+01:00  14:08:18 up 21 days, 53 min,  1 user,  load average: 14.26, 9.35, 6.85
2025-09-07T14:08:23+01:00  14:08:23 up 21 days, 53 min,  1 user,  load average: 13.20, 9.21, 6.82
2025-09-07T14:08:28+01:00  14:08:28 up 21 days, 54 min,  1 user,  load average: 13.10, 9.25, 6.85
2025-09-07T14:08:33+01:00  14:08:33 up 21 days, 54 min,  1 user,  load average: 12.29, 9.15, 6.83
2025-09-07T14:08:38+01:00  14:08:38 up 21 days, 54 min,  1 user,  load average: 13.39, 9.43, 6.93
2025-09-07T14:08:43+01:00  14:08:43 up 21 days, 54 min,  1 user,  load average: 12.56, 9.32, 6.91
2025-09-07T14:08:48+01:00  14:08:48 up 21 days, 54 min,  1 user,  load average: 12.11, 9.28, 6.91
2025-09-07T14:08:53+01:00  14:08:53 up 21 days, 54 min,  1 user,  load average: 11.62, 9.23, 6.91
2025-09-07T14:08:58+01:00  14:08:58 up 21 days, 54 min,  1 user,  load average: 11.97, 9.34, 6.96
2025-09-07T14:09:03+01:00  14:09:03 up 21 days, 54 min,  1 user,  load average: 11.65, 9.32, 6.96
2025-09-07T14:09:08+01:00  14:09:08 up 21 days, 54 min,  1 user,  load average: 11.28, 9.28, 6.96
2025-09-07T14:09:13+01:00  14:09:13 up 21 days, 54 min,  1 user,  load average: 10.86, 9.23, 6.96
2025-09-07T14:09:18+01:00  14:09:18 up 21 days, 54 min,  1 user,  load average: 10.39, 9.16, 6.95
2025-09-07T14:09:23+01:00  14:09:23 up 21 days, 54 min,  1 user,  load average: 9.72, 9.04, 6.92
2025-09-07T14:09:28+01:00  14:09:28 up 21 days, 55 min,  1 user,  load average: 9.34, 8.97, 6.91
2025-09-07T14:09:33+01:00  14:09:33 up 21 days, 55 min,  1 user,  load average: 8.99, 8.90, 6.90
2025-09-07T14:09:38+01:00  14:09:38 up 21 days, 55 min,  1 user,  load average: 9.07, 8.92, 6.91
2025-09-07T14:09:43+01:00  14:09:43 up 21 days, 55 min,  1 user,  load average: 8.51, 8.81, 6.89
2025-09-07T14:09:48+01:00  14:09:48 up 21 days, 55 min,  1 user,  load average: 7.82, 8.66, 6.85
2025-09-07T14:09:53+01:00  14:09:53 up 21 days, 55 min,  1 user,  load average: 9.60, 9.02, 6.98
2025-09-07T14:09:58+01:00  14:09:58 up 21 days, 55 min,  1 user,  load average: 11.39, 9.40, 7.11
2025-09-07T14:10:03+01:00  14:10:03 up 21 days, 55 min,  1 user,  load average: 10.80, 9.31, 7.09
2025-09-07T14:10:08+01:00  14:10:08 up 21 days, 55 min,  1 user,  load average: 10.98, 9.37, 7.12
2025-09-07T14:10:13+01:00  14:10:13 up 21 days, 55 min,  1 user,  load average: 10.90, 9.38, 7.14
2025-09-07T14:10:18+01:00  14:10:18 up 21 days, 55 min,  1 user,  load average: 10.67, 9.36, 7.15
2025-09-07T14:10:23+01:00  14:10:23 up 21 days, 55 min,  1 user,  load average: 9.97, 9.23, 7.12
2025-09-07T14:10:28+01:00  14:10:28 up 21 days, 56 min,  1 user,  load average: 9.81, 9.21, 7.12
2025-09-07T14:10:33+01:00  14:10:33 up 21 days, 56 min,  1 user,  load average: 9.35, 9.13, 7.11
2025-09-07T14:10:38+01:00  14:10:38 up 21 days, 56 min,  1 user,  load average: 9.08, 9.07, 7.10
2025-09-07T14:10:43+01:00  14:10:43 up 21 days, 56 min,  1 user,  load average: 11.24, 9.52, 7.25
2025-09-07T14:10:48+01:00  14:10:48 up 21 days, 56 min,  1 user,  load average: 10.58, 9.41, 7.23
2025-09-07T14:10:53+01:00  14:10:53 up 21 days, 56 min,  1 user,  load average: 10.13, 9.34, 7.22
2025-09-07T14:10:58+01:00  14:10:58 up 21 days, 56 min,  1 user,  load average: 9.64, 9.25, 7.20
2025-09-07T14:11:03+01:00  14:11:03 up 21 days, 56 min,  1 user,  load average: 9.11, 9.15, 7.18
2025-09-07T14:11:08+01:00  14:11:08 up 21 days, 56 min,  1 user,  load average: 8.62, 9.04, 7.16
2025-09-07T14:11:13+01:00  14:11:13 up 21 days, 56 min,  1 user,  load average: 8.09, 8.93, 7.13
2025-09-07T14:11:18+01:00  14:11:18 up 21 days, 56 min,  1 user,  load average: 7.44, 8.78, 7.09
2025-09-07T14:11:23+01:00  14:11:23 up 21 days, 56 min,  1 user,  load average: 6.92, 8.65, 7.06
2025-09-07T14:11:28+01:00  14:11:28 up 21 days, 57 min,  1 user,  load average: 6.85, 8.60, 7.05
2025-09-07T14:11:33+01:00  14:11:33 up 21 days, 57 min,  1 user,  load average: 6.62, 8.53, 7.03
2025-09-07T14:11:38+01:00  14:11:38 up 21 days, 57 min,  1 user,  load average: 6.57, 8.49, 7.03
2025-09-07T14:11:43+01:00  14:11:43 up 21 days, 57 min,  1 user,  load average: 6.69, 8.48, 7.03
2025-09-07T14:11:48+01:00  14:11:48 up 21 days, 57 min,  1 user,  load average: 6.47, 8.40, 7.02
2025-09-07T14:11:53+01:00  14:11:53 up 21 days, 57 min,  1 user,  load average: 6.19, 8.31, 7.00
2025-09-07T14:11:58+01:00  14:11:58 up 21 days, 57 min,  1 user,  load average: 6.74, 8.39, 7.03
2025-09-07T14:12:03+01:00  14:12:03 up 21 days, 57 min,  1 user,  load average: 8.04, 8.63, 7.11
2025-09-07T14:12:08+01:00  14:12:08 up 21 days, 57 min,  1 user,  load average: 9.56, 8.94, 7.22
2025-09-07T14:12:13+01:00  14:12:13 up 21 days, 57 min,  1 user,  load average: 10.07, 9.06, 7.27
2025-09-07T14:12:18+01:00  14:12:18 up 21 days, 57 min,  1 user,  load average: 9.75, 9.01, 7.26
2025-09-07T14:12:23+01:00  14:12:23 up 21 days, 57 min,  1 user,  load average: 9.61, 8.99, 7.27
2025-09-07T14:12:28+01:00  14:12:28 up 21 days, 58 min,  1 user,  load average: 8.84, 8.84, 7.23
2025-09-07T14:12:34+01:00  14:12:34 up 21 days, 58 min,  1 user,  load average: 10.37, 9.16, 7.34
2025-09-07T14:12:39+01:00  14:12:39 up 21 days, 58 min,  1 user,  load average: 10.02, 9.11, 7.33
2025-09-07T14:12:44+01:00  14:12:44 up 21 days, 58 min,  1 user,  load average: 9.78, 9.07, 7.33
2025-09-07T14:12:49+01:00  14:12:49 up 21 days, 58 min,  1 user,  load average: 10.44, 9.22, 7.39
2025-09-07T14:12:54+01:00  14:12:54 up 21 days, 58 min,  1 user,  load average: 9.76, 9.10, 7.36
2025-09-07T14:12:59+01:00  14:12:59 up 21 days, 58 min,  1 user,  load average: 9.14, 8.98, 7.33
2025-09-07T14:13:04+01:00  14:13:04 up 21 days, 58 min,  1 user,  load average: 8.89, 8.93, 7.32
2025-09-07T14:13:09+01:00  14:13:09 up 21 days, 58 min,  1 user,  load average: 8.42, 8.83, 7.30
2025-09-07T14:13:14+01:00  14:13:14 up 21 days, 58 min,  1 user,  load average: 8.14, 8.77, 7.29
2025-09-07T14:13:19+01:00  14:13:19 up 21 days, 58 min,  1 user,  load average: 8.21, 8.77, 7.29
2025-09-07T14:13:24+01:00  14:13:24 up 21 days, 58 min,  1 user,  load average: 7.87, 8.69, 7.28
2025-09-07T14:13:29+01:00  14:13:29 up 21 days, 59 min,  1 user,  load average: 7.80, 8.66, 7.27
2025-09-07T14:13:34+01:00  14:13:34 up 21 days, 59 min,  1 user,  load average: 7.26, 8.54, 7.24
2025-09-07T14:13:39+01:00  14:13:39 up 21 days, 59 min,  1 user,  load average: 7.40, 8.54, 7.25
2025-09-07T14:13:44+01:00  14:13:44 up 21 days, 59 min,  1 user,  load average: 7.85, 8.62, 7.28
2025-09-07T14:13:49+01:00  14:13:49 up 21 days, 59 min,  1 user,  load average: 7.46, 8.52, 7.26
2025-09-07T14:13:54+01:00  14:13:54 up 21 days, 59 min,  1 user,  load average: 7.18, 8.45, 7.24
2025-09-07T14:13:59+01:00  14:13:59 up 21 days, 59 min,  1 user,  load average: 7.89, 8.58, 7.29
2025-09-07T14:14:04+01:00  14:14:04 up 21 days, 59 min,  1 user,  load average: 9.26, 8.85, 7.38
2025-09-07T14:14:09+01:00  14:14:09 up 21 days, 59 min,  1 user,  load average: 12.28, 9.48, 7.60
2025-09-07T14:14:14+01:00  14:14:14 up 21 days, 59 min,  1 user,  load average: 13.14, 9.71, 7.68
2025-09-07T14:14:19+01:00  14:14:19 up 21 days, 59 min,  1 user,  load average: 14.81, 10.11, 7.82
2025-09-07T14:14:24+01:00  14:14:24 up 21 days, 59 min,  1 user,  load average: 14.43, 10.11, 7.83
2025-09-07T14:14:29+01:00  14:14:29 up 21 days,  1:00,  1 user,  load average: 14.47, 10.19, 7.87
2025-09-07T14:14:34+01:00  14:14:34 up 21 days,  1:00,  1 user,  load average: 13.55, 10.07, 7.84
2025-09-07T14:14:39+01:00  14:14:39 up 21 days,  1:00,  1 user,  load average: 12.95, 10.00, 7.83
2025-09-07T14:14:44+01:00  14:14:44 up 21 days,  1:00,  1 user,  load average: 12.31, 9.92, 7.82
2025-09-07T14:14:49+01:00  14:14:49 up 21 days,  1:00,  1 user,  load average: 11.72, 9.84, 7.80
2025-09-07T14:14:54+01:00  14:14:54 up 21 days,  1:00,  1 user,  load average: 11.03, 9.72, 7.78
2025-09-07T14:14:59+01:00  14:14:59 up 21 days,  1:00,  1 user,  load average: 10.30, 9.59, 7.75
2025-09-07T14:15:04+01:00  14:15:04 up 21 days,  1:00,  1 user,  load average: 9.96, 9.53, 7.74
2025-09-07T14:15:09+01:00  14:15:09 up 21 days,  1:00,  1 user,  load average: 9.56, 9.46, 7.72
2025-09-07T14:15:14+01:00  14:15:14 up 21 days,  1:00,  1 user,  load average: 9.04, 9.35, 7.70
2025-09-07T14:15:19+01:00  14:15:19 up 21 days,  1:00,  1 user,  load average: 8.39, 9.21, 7.66
2025-09-07T14:15:24+01:00  14:15:24 up 21 days,  1:00,  1 user,  load average: 7.96, 9.11, 7.63
2025-09-07T14:15:29+01:00  14:15:29 up 21 days,  1:01,  1 user,  load average: 8.04, 9.11, 7.64
2025-09-07T14:15:34+01:00  14:15:34 up 21 days,  1:01,  1 user,  load average: 7.72, 9.02, 7.62
2025-09-07T14:15:39+01:00  14:15:39 up 21 days,  1:01,  1 user,  load average: 7.10, 8.87, 7.58
2025-09-07T14:15:44+01:00  14:15:44 up 21 days,  1:01,  1 user,  load average: 6.53, 8.72, 7.54
2025-09-07T14:15:49+01:00  14:15:49 up 21 days,  1:01,  1 user,  load average: 6.41, 8.66, 7.53
2025-09-07T14:15:54+01:00  14:15:54 up 21 days,  1:01,  1 user,  load average: 6.14, 8.57, 7.50
2025-09-07T14:15:59+01:00  14:15:59 up 21 days,  1:01,  1 user,  load average: 6.20, 8.54, 7.50
2025-09-07T14:16:04+01:00  14:16:04 up 21 days,  1:01,  1 user,  load average: 5.95, 8.45, 7.47
2025-09-07T14:16:09+01:00  14:16:09 up 21 days,  1:01,  1 user,  load average: 7.39, 8.71, 7.56
2025-09-07T14:16:14+01:00  14:16:14 up 21 days,  1:01,  1 user,  load average: 9.12, 9.04, 7.68
2025-09-07T14:16:19+01:00  14:16:19 up 21 days,  1:01,  1 user,  load average: 12.16, 9.68, 7.89
2025-09-07T14:16:24+01:00  14:16:24 up 21 days,  1:01,  1 user,  load average: 14.07, 10.11, 8.04
2025-09-07T14:16:29+01:00  14:16:29 up 21 days,  1:02,  1 user,  load average: 15.34, 10.44, 8.16
2025-09-07T14:16:34+01:00  14:16:34 up 21 days,  1:02,  1 user,  load average: 14.91, 10.44, 8.17
2025-09-07T14:16:39+01:00  14:16:39 up 21 days,  1:02,  1 user,  load average: 15.72, 10.68, 8.26
2025-09-07T14:16:44+01:00  14:16:44 up 21 days,  1:02,  1 user,  load average: 14.70, 10.55, 8.23
2025-09-07T14:16:49+01:00  14:16:49 up 21 days,  1:02,  1 user,  load average: 14.89, 10.66, 8.28
2025-09-07T14:16:54+01:00  14:16:54 up 21 days,  1:02,  1 user,  load average: 14.26, 10.60, 8.27
2025-09-07T14:17:00+01:00  14:17:00 up 21 days,  1:02,  1 user,  load average: 13.59, 10.52, 8.26
2025-09-07T14:17:05+01:00  14:17:05 up 21 days,  1:02,  1 user,  load average: 13.23, 10.49, 8.26
2025-09-07T14:17:10+01:00  14:17:10 up 21 days,  1:02,  1 user,  load average: 12.49, 10.39, 8.24
2025-09-07T14:17:15+01:00  14:17:15 up 21 days,  1:02,  1 user,  load average: 12.21, 10.36, 8.25
2025-09-07T14:17:20+01:00  14:17:20 up 21 days,  1:02,  1 user,  load average: 12.67, 10.49, 8.30
2025-09-07T14:17:25+01:00  14:17:25 up 21 days,  1:03,  1 user,  load average: 11.82, 10.35, 8.26
2025-09-07T14:17:30+01:00  14:17:30 up 21 days,  1:03,  1 user,  load average: 11.75, 10.36, 8.28
2025-09-07T14:17:35+01:00  14:17:35 up 21 days,  1:03,  1 user,  load average: 11.13, 10.25, 8.26
2025-09-07T14:17:40+01:00  14:17:40 up 21 days,  1:03,  1 user,  load average: 11.92, 10.43, 8.33
2025-09-07T14:17:45+01:00  14:17:45 up 21 days,  1:03,  1 user,  load average: 11.37, 10.34, 8.31
2025-09-07T14:17:50+01:00  14:17:50 up 21 days,  1:03,  1 user,  load average: 11.18, 10.32, 8.31
2025-09-07T14:17:55+01:00  14:17:55 up 21 days,  1:03,  1 user,  load average: 10.84, 10.26, 8.30
2025-09-07T14:18:00+01:00  14:18:00 up 21 days,  1:03,  1 user,  load average: 11.58, 10.43, 8.37
2025-09-07T14:18:05+01:00  14:18:05 up 21 days,  1:03,  1 user,  load average: 10.81, 10.29, 8.33
2025-09-07T14:18:10+01:00  14:18:10 up 21 days,  1:03,  1 user,  load average: 11.14, 10.37, 8.37
2025-09-07T14:18:15+01:00  14:18:15 up 21 days,  1:03,  1 user,  load average: 12.17, 10.59, 8.45
2025-09-07T14:18:20+01:00  14:18:20 up 21 days,  1:03,  1 user,  load average: 15.04, 11.21, 8.66
2025-09-07T14:18:25+01:00  14:18:25 up 21 days,  1:04,  1 user,  load average: 16.16, 11.51, 8.77
2025-09-07T14:18:30+01:00  14:18:30 up 21 days,  1:04,  1 user,  load average: 16.55, 11.67, 8.84
2025-09-07T14:18:35+01:00  14:18:35 up 21 days,  1:04,  1 user,  load average: 16.75, 11.79, 8.89
2025-09-07T14:18:40+01:00  14:18:40 up 21 days,  1:04,  1 user,  load average: 18.37, 12.21, 9.05
2025-09-07T14:18:45+01:00  14:18:45 up 21 days,  1:04,  1 user,  load average: 18.50, 12.34, 9.11
2025-09-07T14:18:50+01:00  14:18:50 up 21 days,  1:04,  1 user,  load average: 18.06, 12.35, 9.13
2025-09-07T14:18:55+01:00  14:18:55 up 21 days,  1:04,  1 user,  load average: 16.69, 12.16, 9.08
2025-09-07T14:19:00+01:00  14:19:00 up 21 days,  1:04,  1 user,  load average: 15.51, 11.99, 9.04
2025-09-07T14:19:05+01:00  14:19:05 up 21 days,  1:04,  1 user,  load average: 14.91, 11.92, 9.04
2025-09-07T14:19:10+01:00  14:19:10 up 21 days,  1:04,  1 user,  load average: 14.28, 11.84, 9.03
2025-09-07T14:19:15+01:00  14:19:15 up 21 days,  1:04,  1 user,  load average: 13.78, 11.78, 9.02
2025-09-07T14:19:20+01:00  14:19:20 up 21 days,  1:04,  1 user,  load average: 13.07, 11.66, 9.00
2025-09-07T14:19:25+01:00  14:19:25 up 21 days,  1:05,  1 user,  load average: 12.43, 11.55, 8.98
2025-09-07T14:19:30+01:00  14:19:30 up 21 days,  1:05,  1 user,  load average: 11.91, 11.46, 8.96
2025-09-07T14:19:35+01:00  14:19:35 up 21 days,  1:05,  1 user,  load average: 11.20, 11.32, 8.93
2025-09-07T14:19:40+01:00  14:19:40 up 21 days,  1:05,  1 user,  load average: 11.02, 11.28, 8.93
2025-09-07T14:19:45+01:00  14:19:45 up 21 days,  1:05,  1 user,  load average: 10.46, 11.16, 8.90
2025-09-07T14:19:50+01:00  14:19:50 up 21 days,  1:05,  1 user,  load average: 10.02, 11.06, 8.88
2025-09-07T14:19:55+01:00  14:19:55 up 21 days,  1:05,  1 user,  load average: 9.54, 10.94, 8.86
2025-09-07T14:20:00+01:00  14:20:00 up 21 days,  1:05,  1 user,  load average: 9.58, 10.93, 8.86
2025-09-07T14:20:05+01:00  14:20:05 up 21 days,  1:05,  1 user,  load average: 9.69, 10.93, 8.87
2025-09-07T14:20:10+01:00  14:20:10 up 21 days,  1:05,  1 user,  load average: 10.12, 10.99, 8.91
2025-09-07T14:20:15+01:00  14:20:15 up 21 days,  1:05,  1 user,  load average: 10.35, 11.03, 8.93
2025-09-07T14:20:20+01:00  14:20:20 up 21 days,  1:05,  1 user,  load average: 11.44, 11.24, 9.01
2025-09-07T14:20:25+01:00  14:20:25 up 21 days,  1:06,  1 user,  load average: 13.65, 11.70, 9.17
2025-09-07T14:20:30+01:00  14:20:30 up 21 days,  1:06,  1 user,  load average: 14.08, 11.83, 9.22
2025-09-07T14:20:35+01:00  14:20:35 up 21 days,  1:06,  1 user,  load average: 15.27, 12.11, 9.33
2025-09-07T14:20:40+01:00  14:20:40 up 21 days,  1:06,  1 user,  load average: 15.41, 12.19, 9.37
2025-09-07T14:20:45+01:00  14:20:45 up 21 days,  1:06,  1 user,  load average: 15.38, 12.24, 9.40
2025-09-07T14:20:50+01:00  14:20:50 up 21 days,  1:06,  1 user,  load average: 15.43, 12.30, 9.44
2025-09-07T14:20:55+01:00  14:20:55 up 21 days,  1:06,  1 user,  load average: 15.63, 12.40, 9.49
2025-09-07T14:21:00+01:00  14:21:00 up 21 days,  1:06,  1 user,  load average: 14.46, 12.21, 9.44
2025-09-07T14:21:05+01:00  14:21:05 up 21 days,  1:06,  1 user,  load average: 14.34, 12.22, 9.46
2025-09-07T14:21:10+01:00  14:21:10 up 21 days,  1:06,  1 user,  load average: 14.32, 12.25, 9.48
2025-09-07T14:21:15+01:00  14:21:15 up 21 days,  1:06,  1 user,  load average: 13.65, 12.15, 9.46
2025-09-07T14:21:21+01:00  14:21:21 up 21 days,  1:06,  1 user,  load average: 13.04, 12.04, 9.45
2025-09-07T14:21:26+01:00  14:21:26 up 21 days,  1:07,  1 user,  load average: 12.71, 11.99, 9.44
